,Companies,Farm Segment,Solution Focus,Country,All Investors,Total Funding,country,code_2,code_3,country_code,iso_3166_2,continent,sub_region,region_code,sub_region_code,Funding,region
114,Agtract,Multi-faceted,Business Planning & Finance,New Zealand,"Punakaiki Fund, Sprout Agritech",0.38,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,Oceania,Australia and New Zealand,9,53,380000,Oceania
115,AgUnity,Crops,Business Planning & Finance,Australia,"SproutX, Startup Avalanche",0.21,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,210000,Oceania
116,AgVend,Multi-faceted,Distribution & Sales,United States,"Drew Oetting, Escondido Ventures, FJ Labs, Green Bay Ventures, Precursor Ventures, Seahawk Capital, T-Bird Capital, The House Fund, Plug and Play Ventures, Paycheck Protection Program, 8VC",15.7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,15700000,North America
117,AgVision,"Livestock, Poultry, & Meats",Monitoring & Management,United States,Digital Sandbox KC,0.03,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,30000,North America
118,AgVoice,Multi-faceted,Monitoring & Management,United States,"The Yield Lab, THRIVE Accelerator, T-Mobile Accelerator, GGV Capital, S2G Ventures, Launch KC, Chipotle Aluminaries Project, AgLaunch",0.45,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,450000,North America
119,Agworld,Crops,Monitoring & Management,Australia,"Yuuwa Capital, REV Venture Partners, Syngenta Ventures, Semios",10.91,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,10910000,Oceania
120,Agxio,Multi-faceted,Biotech,United Kingdom,Development Bank of Wales,3.68,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,3680000,Europe
121,Aibono,Crops,Monitoring & Management,India,"3one4 Capital Partners, Artha India Ventures, Menterra Venture Advisors, Milliways Ventures, Rebright Partners, Rianta Capital Zurich, StartupXseed Ventures, Artha Impact, Mitsui Sumitomo Insurance Venture Capital",4.5,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,4500000,Asia
122,AIGEN,Crops,Monitoring & Management,United States,"Kid Venture Capital, New Enterprise Associates",4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,4000000,North America
123,Air Protein,Crops,Biotech,United States,"ADM Ventures, Barclays Bank, Google Ventures, Unreasonable Group, Kiverdi",32.11,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,32110000,North America
124,Aisprid,Crops,Monitoring & Management,France,"BNP Paribas, Banque Populaire, Bpifrance, Breizh Up, Caisse d'Epargne Bretagne Pays de Loire, Credit Mutuel, Demeter Partners, Go Capital, Sofimac Innovation",5.45,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,5450000,Europe
125,Aker Technologies,Crops,Monitoring & Management,United States,"THRIVE Accelerator, Wells Fargo Innovation Incubator, Central Illinois Angels, Flyover Capital, Lewis & Clark Ventures, SVG Ventures",5.87,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,5870000,North America
126,Aleph Farms,"Livestock, Poultry, & Meats",Biotech,Israel,"Technion Israel Institute of Technology, The Kitchen, CPT Capital, Cargill, Jesselson Investments, M-Industry, Peregrine Ventures, Strauss Group, Unovis Asset Management, VisVires New Protein, BRF, CJ CheilJedang, DisruptAD, L Catterton, Skyviews Life Science, Thai Union, Leonardo DiCaprio, Champel Capital",118,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,118000000,Asia
127,Alesca Life,Crops,Distribution & Sales,China,"Pearse Lyons Cultivator, Bits x Bites, THRIVE Accelerator, SVG Ventures",0.12,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,120000,Asia
128,Alfrea,Crops,Distribution & Sales,United States,,0.15,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,150000,North America
129,AlgaEnergy,Crops,Biotech,Spain,"Repsol Energy Ventures, Yokogawa Electric, Caixa Capital Risc",11.42,Spain,ES,ESP,724,ISO 3166-2:ES,Europe,Southern Europe,150,39,11420000,Europe
130,Algolesko,Crops,Monitoring & Management,France,GwenneG,2.57,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,2570000,Europe
131,Alt Foods,"Livestock, Poultry, & Meats",Biotech,India,Proveg Incubator,0.02,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,20000,Asia
132,Altavian,Crops,Monitoring & Management,United States,"Florida Institute for the Commercialization for Public Research, Paycheck Protection Program, FLIR Systems",0.7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,700000,North America
133,Altein Ingredients,"Livestock, Poultry, & Meats",Biotech,India,Proveg Incubator,0.02,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,20000,Asia
134,Altius Farms,Crops,Monitoring & Management,United States,,0.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,500000,North America
135,AltraTech,Multi-faceted,Monitoring & Management,Ireland,"Enterprise Ireland, Kernel Capital, Horizon 2020, Infinity Capital, MedTech Innovator, Claret Capital",16.59,Ireland,IE,IRL,372,ISO 3166-2:IE,Europe,Northern Europe,150,154,16590000,Europe
136,Amber Agriculture,Crops,Monitoring & Management,United States,"iVenture Accelerator, HAX, Alchemist Accelerator, SOSV",2.41,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2410000,North America
137,Amber Waves Grain,Crops,Packing & Supply Chain,United States,"IllinoisVENTURES, Cozad New Venture Competition",0.03,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,30000,North America
138,American Peat Technology,Crops,Biotech,United States,Paycheck Protection Program,3.18,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3180000,North America
139,American Robotics,Crops,Monitoring & Management,United States,"AIRX Innovation, Paycheck Protection Program, Ondas Holdings",6.05,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6050000,North America
140,Amfora,Crops,Biotech,United States,"Commonwealth Scientific and Industrial Research Organisation, Spruce Capital Partners, Leaps by Bayer, BayWa Ventures",12,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12000000,North America
141,AmplifiedAG,Crops,Monitoring & Management,United States,Paycheck Protection Program,49.63,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,49630000,North America
142,Ancera,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"Connecticut Innovations, LaunchCapital, Lux Capital, Glass Capital Management, Packers Sanitation Services, Yale University",12.04,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12040000,North America
143,Andes Agriculture,Crops,Biotech,United States,"Fen Ventures, KdT Ventures, Accelr8, Builders VC, Cavallo Ventures, Endurance Capital, Fondo Alerce, Germin8 Ventures, Leaps by Bayer, Syngenta Group Ventures, Wilson Sonsini Goodrich & Rosati",21.1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,21100000,North America
144,Animal Industry Data Korea,"Livestock, Poultry, & Meats",Monitoring & Management,South Korea,"Fast Investment, Korea Credit Guarantee Fund, Korea Omega Investment Corp., Intops Investment, NAVER D2 Startup Factory, Timewise Investment, WONIK Investment Partners, Woori Bank, TIPS Program, Coolidge Corner Investment, Daesung Private Equity, Ryukyung PSG Asset Management, Sejong Venture Partners, Shinhan Venture Investment, TIGRIS investment, TIMEFOLIO Asset Management",22.35,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,22350000,Asia
145,Animall,"Livestock, Poultry, & Meats",Distribution & Sales,India,"LetsVenture, Omnivore Partners, Sequoia Capital India, BEENEXT, Deepinder Goyal, Mohit Kumar, Nexus Venture Partners, Rocketship.vc, SAI Global, Sahil Barua, Sanjeev Kumar, Vidit Aatrey, WEH Ventures",19.85,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,19850000,Asia
146,Antofenol,Crops,Biotech,France,"EIC Accelerator, EIT Food",8.23,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,8230000,Europe
147,Anuvia Plant Nutrients,Crops,Biotech,United States,"AIS-JV, Evans Properties, Florida Opportunity Fund, Osceola Capital Management, Pontifax AgTech, TPG Alternative & Renewable Technologies, J.P. Morgan Chase & Co., Generate Capital, PIVA",245.3,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,245300000,North America
148,Anwood Logistics System,Multi-faceted,Packing & Supply Chain,China,"Oriza Holdings, Suzhou International Development Venture Capital Holding, Taiheng Investment",15.09,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,15090000,Asia
149,Apeel Sciences,Crops,Packing & Supply Chain,United States,"NuFund Venture Group, Upfront Ventures, Andreessen Horowitz, DBL Partners, Powerplant Ventures, S2G Ventures, Tao Capital Partners, Breakthrough Energy Ventures, Viking Global Investors, GIC, Katy Perry, Oprah Winfrey, Rock Creek Group, Astanor Ventures, International Finance Corporation, Temasek, Anne Wojcicki, David Barber, Disruptive, K3 Ventures, Michael Ovitz, Mirae Asset Global Investments, Susan Wojcicki, Sweetwater Private Equity, Tenere Capital",640,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,640000000,North America
150,Aphea.Bio,Crops,Biotech,Belgium,"Agri Investment Fund, Gemma Frisius Fonds, PMV, Qbic Venture Partners, V-Bio Ventures, Vives, Astanor Ventures, VIB",26.88,Belgium,BE,BEL,56,ISO 3166-2:BE,Europe,Western Europe,150,155,26880000,Europe
151,Api-Agro,Multi-faceted,Monitoring & Management,France,,0.57,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,570000,Europe
152,Apollo Agriculture,Multi-faceted,Business Planning & Finance,Kenya,"Accion Venture Lab, FMO, Rabobank, Mastercard Foundation, Anthemis, Flourish Ventures, Leaps by Bayer, Newid Capital, To Ventures Food, The International Fund for Agricultural Development, U.S. International Development Finance Corporation, Breyer Capital, Chan Zuckerberg Initiative, Endeavor, SBI Investment, SoftBank Group, Yara Growth Ventures",62.21,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,62210000,Africa
153,Apparo,Crops,Biotech,United States,,1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1000000,North America
154,AppHarvest,Crops,Monitoring & Management,United States,"Revolution Rise Of The Rest Seed Fund, Equilibrium Capital Partners, ValueAct Capital, Blake Griffin Enterprises, Endeavor, Inclusive Capital Partners, Lupa Systems, Narya Capital, Novus Capital, Fidelity Investments, Novus Capital Group",127.31,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,127310000,North America
155,Aptimmune Biologics,"Livestock, Poultry, & Meats",Biotech,United States,"Arsenal Capital Management, Fox Ventures, St. Louis Arch Angels, Kemin Industries",12.15,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12150000,North America
156,Aqgromalin,Multi-faceted,Business Planning & Finance,India,"Indigram Labs, Zephyr Peacock India, Surge, Omnivore Partners",7.26,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,7260000,Asia
157,Aqua App,Fishing & Seafood,Monitoring & Management,India,"Prakash Dantuluri, Venu Dantuluri",0.1,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,100000,Asia
158,Aqua Cultured Foods,Fishing & Seafood,Biotech,United States,"Big Idea Ventures, Aera VC, Conscience VC, Gonzalo Ramirez Martiarena, Hanfield Venture Partners, Hyde Park Angels, Kingfisher Capital, Lifely VC, Supply Change Capital, Sustainable Food Ventures, Plug and Play Accelerator",2.23,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2230000,North America
159,Aquabyte,Fishing & Seafood,Monitoring & Management,United States,"Costanoa Ventures, New Enterprise Associates, Princeton University, SparkLabs Cultiv8, Alaya Capital Partners, Alliance Venture, Struck Capital, ArcTern Ventures, Softbank Ventures Asia",44.7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,44700000,North America
160,AquaConnect,Fishing & Seafood,Distribution & Sales,India,"6G Capital, AgFunder, Flourish Ventures, Hatch, Omnivore Partners, Rebright Partners, Trifecta Capital Advisors",12,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,12000000,Asia
161,XXX,"Livestock, Poultry, & Meats",Monitoring & Management,India,"Hatch, Omnivore Partners",1.16,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,1160000,Asia
162,Aquaoso,Crops,Monitoring & Management,United States,"Techstars, Alex Smith, Jessica Haywood",2.12,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2120000,North America
163,Aquaponica,Crops,Monitoring & Management,Saudi Arabia,Misk 500 MENA Accelerator,0.05,Saudi Arabia,SA,SAU,682,ISO 3166-2:SA,Asia,Western Asia,142,145,50000,Asia
164,AquaSpy,Crops,Monitoring & Management,United States,"Centre for Energy and Greenhouse Technologies, Cleantech Ventures, First Sentier Investors, Gresham, Nanyang Ventures, Alpina Partners, Cultivian Sandbox, Emerald Technology Ventures, Armilar Venture Partners",10.67,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,10670000,North America
165,Aquatrols Corporation of America,Crops,Biotech,United States,"Rural American Fund, Paycheck Protection Program",0.68,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,680000,North America
166,Arable Labs,Crops,Monitoring & Management,United States,"National Science Foundation, SparkLabs, Imagine H2O, Cantos Ventures, Chase Field, Middleland Capital, S2G Ventures, Spark Labs, Village Ventures, SVG Ventures, THRIVE Accelerator, Ajax Strategies, M2O, Nassau Street Ventures, Prelude Ventures, Tridon, iSelect Fund",26.75,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,26750000,North America
167,Arbes Biotech,Crops,Biotech,Kenya,@iBizAfrica,0.01,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,10000,Africa
168,Ark Biotech,"Livestock, Poultry, & Meats",Biotech,United States,Primary Venture Partners,2.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2500000,North America
169,Aromyx,Multi-faceted,Biotech,United States,"Eric Di Benedetto, John Steffens, Oriza Ventures, Propel(x), Rationalwave Capital Partners, StartX, TSVC, Mindset Ventures, FoodBytes!, Plug and Play Accelerator, CE Ventures, Merus Capital, Radicle, Rewired, Stanford University, Ulu Ventures, Paycheck Protection Program, Social Starts, Capital Energy Quantum, Rabo Food & Agri Innovation Fund, Sozo Ventures",17.1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,17100000,North America
170,ARPAC,Crops,Monitoring & Management,Brazil,"ACE Accelerator, Drone Fund, Francisco Forbes, MOR Capital, Yamaha Motor Company",2.18,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,2180000,South America
171,Artemis,Crops,Monitoring & Management,United States,"TechCrunch Disrupt, Brooklyn Bridge Ventures, Compound, NYU Future Labs, Pearse Lyons Cultivator, InvestHER, Argonautic Ventures, Horizons Lab, Innovate NY Fund, Onlan Capital Ventures, iSelect Fund, Astanor Ventures, Empire State Development Corp, Talis Capital, iSelect, iUNU",12.39,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12390000,North America
172,Arugga,Crops,Monitoring & Management,Israel,"Cresson, Smart Agro, Entree Capital, Terra Venture Partners, SparkLabs Cultiv8",4,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,4000000,Asia
173,Aruna,Fishing & Seafood,Distribution & Sales,Indonesia,"UMG Indonesia, Alipay-NUS Enterprise Social Innovation Challenge, East Ventures, Sinar Mas Digital Ventures, AC Ventures, Endeavor, MDI Ventures, Prosus Ventures, SIG Asia Investments, Vertex Ventures, AC Ventures, Indogen Capital, Vertex Ventures SE Asia",70.54,Indonesia,ID,IDN,360,ISO 3166-2:ID,Asia,South-Eastern Asia,142,35,70540000,Asia
174,Arva Intelligence,Crops,Monitoring & Management,United States,"MassChallenge, Paycheck Protection Program, Plug and Play Accelerator",0.25,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,250000,North America
175,Arvus,Crops,Monitoring & Management,Brazil,"Hexagon, KPTL",3.3,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,3300000,South America
176,Arya,Crops,Packing & Supply Chain,India,"Lightrock, Omnivore Partners, responsAbility Investments, Quona Capital, Asia Impact, U.S. International Development Finance Corporation",87,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,87000000,Asia
177,Ascribe Bioscience,Crops,Biotech,United States,"Small Business Innovation Research Awards, Acre Venture Partners, Cultivation Capital, Ponderosa Ventures, The Yield Lab, Trailhead Capital",2.72,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2720000,North America
178,Ascus Biosciences,Multi-faceted,Biotech,United States,"Anterra Capital, Cavallo Ventures, Formation 8, Temasek",68.69,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,68690000,North America
179,Athenium Analytics,Crops,Business Planning & Finance,United States,"In-Q-Tel, Maryland Department of Business & Economic Development, Tokio Marine HCC, W. R. Berkley Corporation",36.29,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,36290000,North America
